PromptID,Market,Persona,Subject,Category,Prompt,Model 1,Model 2,Model 3,Organisation,ExpertiseArea,Intent,Platform,PromptSource,PersonaTemplateID,GenerationMethod
UOS-0201,China,Prospective Student (Postgraduate),General,Reputation,Which UK universities have the strongest reputation for postgraduate study?,DeepSeek,,,University of Southampton,Reputation,,OpenRouter,generated,uos_prompt_library,uos_prompt_library_v1
UOS-0202,China,Prospective Student (Postgraduate),General,Reputation,Which postgraduate universities are most respected by employers in China?,DeepSeek,,,University of Southampton,Reputation,,OpenRouter,generated,uos_prompt_library,uos_prompt_library_v1
UOS-0203,China,Prospective Student (Postgraduate),General,Reputation,Which universities have the best global rankings for postgraduate education?,DeepSeek,,,University of Southampton,Reputation,,OpenRouter,generated,uos_prompt_library,uos_prompt_library_v1
UOS-0204,China,Prospective Student (Postgraduate),General,Reputation,Which universities are most popular with Chinese postgraduate students?,DeepSeek,,,University of Southampton,Reputation,,OpenRouter,generated,uos_prompt_library,uos_prompt_library_v1
UOS-0205,China,Prospective Student (Postgraduate),General,Reputation,Which universities offer the strongest international reputation?,DeepSeek,,,University of Southampton,Reputation,,OpenRouter,generated,uos_prompt_library,uos_prompt_library_v1
UOS-0206,China,Prospective Student (Postgraduate),General,Reputation,Which universities provide the best overall postgraduate experience?,DeepSeek,,,University of Southampton,Reputation,,OpenRouter,generated,uos_prompt_library,uos_prompt_library_v1
UOS-0207,China,Prospective Student (Postgraduate),General,Academic Experience,Which universities provide the strongest postgraduate teaching?,DeepSeek,,,University of Southampton,Academic Experience,,OpenRouter,generated,uos_prompt_library,uos_prompt_library_v1
UOS-0208,China,Prospective Student (Postgraduate),General,Academic Experience,Which universities offer the best postgraduate supervision?,DeepSeek,,,University of Southampton,Academic Experience,,OpenRouter,generated,uos_prompt_library,uos_prompt_library_v1
UOS-0209,China,Prospective Student (Postgraduate),General,Academic Experience,Which universities provide the strongest Academic Experience for master's students?,DeepSeek,,,University of Southampton,Academic Experience,,OpenRouter,generated,uos_prompt_library,uos_prompt_library_v1
UOS-0210,China,Prospective Student (Postgraduate),General,Academic Experience,Which universities offer the best opportunities to develop professional skills?,DeepSeek,,,University of Southampton,Academic Experience,,OpenRouter,generated,uos_prompt_library,uos_prompt_library_v1
UOS-0211,China,Prospective Student (Postgraduate),General,Academic Experience,Which universities provide the best access to leading academics?,DeepSeek,,,University of Southampton,Academic Experience,,OpenRouter,generated,uos_prompt_library,uos_prompt_library_v1
UOS-0212,China,Prospective Student (Postgraduate),General,Academic Experience,Which universities have the strongest postgraduate learning communities?,DeepSeek,,,University of Southampton,Academic Experience,,OpenRouter,generated,uos_prompt_library,uos_prompt_library_v1
UOS-0213,China,Prospective Student (Postgraduate),General,Research & Innovation,Which universities have the strongest research environments?,DeepSeek,,,University of Southampton,Research & Innovation,,OpenRouter,generated,uos_prompt_library,uos_prompt_library_v1
UOS-0214,China,Prospective Student (Postgraduate),General,Research & Innovation,Which universities provide the best research facilities?,DeepSeek,,,University of Southampton,Research & Innovation,,OpenRouter,generated,uos_prompt_library,uos_prompt_library_v1
UOS-0215,China,Prospective Student (Postgraduate),General,Research & Innovation,Which universities offer the strongest links between research and industry?,DeepSeek,,,University of Southampton,Research & Innovation,,OpenRouter,generated,uos_prompt_library,uos_prompt_library_v1
UOS-0216,China,Prospective Student (Postgraduate),General,Research & Innovation,Which universities provide the best opportunities to work on innovative research?,DeepSeek,,,University of Southampton,Research & Innovation,,OpenRouter,generated,uos_prompt_library,uos_prompt_library_v1
UOS-0217,China,Prospective Student (Postgraduate),General,Research & Innovation,Which universities have the strongest international research collaborations?,DeepSeek,,,University of Southampton,Research & Innovation,,OpenRouter,generated,uos_prompt_library,uos_prompt_library_v1
UOS-0218,China,Prospective Student (Postgraduate),General,Research & Innovation,Which universities are recognised for research excellence?,DeepSeek,,,University of Southampton,Research & Innovation,,OpenRouter,generated,uos_prompt_library,uos_prompt_library_v1
UOS-0219,China,Prospective Student (Postgraduate),General,Careers & Employability,Which universities have the strongest postgraduate employment outcomes?,DeepSeek,,,University of Southampton,Careers & Employability,,OpenRouter,generated,uos_prompt_library,uos_prompt_library_v1
UOS-0220,China,Prospective Student (Postgraduate),General,Careers & Employability,Which universities are best for career progression after a master's degree?,DeepSeek,,,University of Southampton,Careers & Employability,,OpenRouter,generated,uos_prompt_library,uos_prompt_library_v1
UOS-0221,China,Prospective Student (Postgraduate),General,Careers & Employability,Which universities offer the strongest employer connections?,DeepSeek,,,University of Southampton,Careers & Employability,,OpenRouter,generated,uos_prompt_library,uos_prompt_library_v1
UOS-0222,China,Prospective Student (Postgraduate),General,Careers & Employability,Which universities provide the best opportunities to work in the UK after graduation?,DeepSeek,,,University of Southampton,Careers & Employability,,OpenRouter,generated,uos_prompt_library,uos_prompt_library_v1
UOS-0223,China,Prospective Student (Postgraduate),General,Careers & Employability,Which universities are best recognised by employers in China?,DeepSeek,,,University of Southampton,Careers & Employability,,OpenRouter,generated,uos_prompt_library,uos_prompt_library_v1
UOS-0224,China,Prospective Student (Postgraduate),General,Careers & Employability,Which universities have graduates working in global organisations?,DeepSeek,,,University of Southampton,Careers & Employability,,OpenRouter,generated,uos_prompt_library,uos_prompt_library_v1
UOS-0225,China,Prospective Student (Postgraduate),General,Student Experience,Which universities provide the best experience for international postgraduate students?,DeepSeek,,,University of Southampton,Student Experience,,OpenRouter,generated,uos_prompt_library,uos_prompt_library_v1
UOS-0226,China,Prospective Student (Postgraduate),General,Student Experience,Which universities have the strongest postgraduate communities?,DeepSeek,,,University of Southampton,Student Experience,,OpenRouter,generated,uos_prompt_library,uos_prompt_library_v1
UOS-0227,China,Prospective Student (Postgraduate),General,Student Experience,Which universities provide the best support for Chinese postgraduate students?,DeepSeek,,,University of Southampton,Student Experience,,OpenRouter,generated,uos_prompt_library,uos_prompt_library_v1
UOS-0228,China,Prospective Student (Postgraduate),General,Student Experience,Which universities offer the safest and most welcoming environments?,DeepSeek,,,University of Southampton,Student Experience,,OpenRouter,generated,uos_prompt_library,uos_prompt_library_v1
UOS-0229,China,Prospective Student (Postgraduate),General,Location,Which UK university cities provide the best quality of life for postgraduate students?,DeepSeek,,,University of Southampton,Location,,OpenRouter,generated,uos_prompt_library,uos_prompt_library_v1
UOS-0230,China,Prospective Student (Postgraduate),General,Location,Which universities provide the best value for money?,DeepSeek,,,University of Southampton,Location,,OpenRouter,generated,uos_prompt_library,uos_prompt_library_v1
UOS-0231,China,Prospective Student (Postgraduate),General,Location,Which universities offer the most scholarships for international students?,DeepSeek,,,University of Southampton,Location,,OpenRouter,generated,uos_prompt_library,uos_prompt_library_v1
UOS-0232,China,Prospective Student (Postgraduate),General,Location,Which universities have the lowest cost of living?,DeepSeek,,,University of Southampton,Location,,OpenRouter,generated,uos_prompt_library,uos_prompt_library_v1
UOS-0233,China,Prospective Student (Postgraduate),General,Location,Which universities provide the best accommodation for postgraduate students?,DeepSeek,,,University of Southampton,Location,,OpenRouter,generated,uos_prompt_library,uos_prompt_library_v1
UOS-0234,China,Prospective Student (Postgraduate),General,International Recognition,Which universities have the strongest global alumni networks?,DeepSeek,,,University of Southampton,International Recognition,,OpenRouter,generated,uos_prompt_library,uos_prompt_library_v1
UOS-0235,China,Prospective Student (Postgraduate),General,International Recognition,Which universities are most respected internationally?,DeepSeek,,,University of Southampton,International Recognition,,OpenRouter,generated,uos_prompt_library,uos_prompt_library_v1
UOS-0236,China,Prospective Student (Postgraduate),General,International Recognition,Which universities produce graduates with successful international careers?,DeepSeek,,,University of Southampton,International Recognition,,OpenRouter,generated,uos_prompt_library,uos_prompt_library_v1
UOS-0237,China,Prospective Student (Postgraduate),General,International Recognition,Which universities offer the strongest global networking opportunities?,DeepSeek,,,University of Southampton,International Recognition,,OpenRouter,generated,uos_prompt_library,uos_prompt_library_v1
UOS-0238,China,Prospective Student (Postgraduate),General,University Overview,Which universities would you recommend to maximise my international career opportunities?,DeepSeek,,,University of Southampton,University Overview,,OpenRouter,generated,uos_prompt_library,uos_prompt_library_v1
UOS-0239,China,Prospective Student (Postgraduate),General,University Overview,"Which universities offer the best balance between research quality, reputation and employability?",DeepSeek,,,University of Southampton,University Overview,,OpenRouter,generated,uos_prompt_library,uos_prompt_library_v1
UOS-0240,China,Prospective Student (Postgraduate),General,University Overview,Which universities provide the strongest long-term career value?,DeepSeek,,,University of Southampton,University Overview,,OpenRouter,generated,uos_prompt_library,uos_prompt_library_v1
UOS-0241,China,Prospective Student (Postgraduate),General,University Overview,Which universities are most recommended by international graduates?,DeepSeek,,,University of Southampton,University Overview,,OpenRouter,generated,uos_prompt_library,uos_prompt_library_v1
UOS-0242,China,Prospective Student (Postgraduate),General,University Overview,"If you could recommend five UK universities for a Chinese postgraduate student, which would you choose and why?",DeepSeek,,,University of Southampton,University Overview,,OpenRouter,generated,uos_prompt_library,uos_prompt_library_v1
UOS-0243,China,Research Professional,General,Research & Innovation,Which UK universities have the strongest global research reputation?,DeepSeek,,,University of Southampton,Research & Innovation,,OpenRouter,generated,uos_prompt_library,uos_prompt_library_v1
UOS-0244,China,Research Professional,General,Research & Innovation,Which universities produce the most highly cited research?,DeepSeek,,,University of Southampton,Research & Innovation,,OpenRouter,generated,uos_prompt_library,uos_prompt_library_v1
UOS-0245,China,Research Professional,General,Research & Innovation,Which universities lead the UK in research excellence?,DeepSeek,,,University of Southampton,Research & Innovation,,OpenRouter,generated,uos_prompt_library,uos_prompt_library_v1
UOS-0246,China,Research Professional,General,Research & Innovation,Which universities have the strongest international research influence?,DeepSeek,,,University of Southampton,Research & Innovation,,OpenRouter,generated,uos_prompt_library,uos_prompt_library_v1
UOS-0247,China,Research Professional,General,Research & Innovation,Which universities are recognised as global innovation leaders?,DeepSeek,,,University of Southampton,Research & Innovation,,OpenRouter,generated,uos_prompt_library,uos_prompt_library_v1
UOS-0248,China,Research Professional,General,Research & Innovation,Which universities would you recommend for high-impact research collaboration?,DeepSeek,,,University of Southampton,Research & Innovation,,OpenRouter,generated,uos_prompt_library,uos_prompt_library_v1
UOS-0249,China,Research Professional,General,Research & Innovation,Which universities have the best research infrastructure?,DeepSeek,,,University of Southampton,Research & Innovation,,OpenRouter,generated,uos_prompt_library,uos_prompt_library_v1
UOS-0250,China,Research Professional,General,Facilities,Which universities provide the strongest laboratory facilities?,DeepSeek,,,University of Southampton,Facilities,,OpenRouter,generated,uos_prompt_library,uos_prompt_library_v1
UOS-0251,China,Research Professional,General,Research & Innovation,Which universities have the best research platforms and equipment?,DeepSeek,,,University of Southampton,Research & Innovation,,OpenRouter,generated,uos_prompt_library,uos_prompt_library_v1
UOS-0252,China,Research Professional,General,Research & Innovation,Which universities invest most heavily in research capability?,DeepSeek,,,University of Southampton,Research & Innovation,,OpenRouter,generated,uos_prompt_library,uos_prompt_library_v1
UOS-0253,China,Research Professional,General,Research & Innovation,Which universities provide the strongest environment for collaborative research?,DeepSeek,,,University of Southampton,Research & Innovation,,OpenRouter,generated,uos_prompt_library,uos_prompt_library_v1
UOS-0254,China,Research Professional,General,Research & Innovation,Which universities have the strongest international research partnerships?,DeepSeek,,,University of Southampton,Research & Innovation,,OpenRouter,generated,uos_prompt_library,uos_prompt_library_v1
UOS-0255,China,Research Professional,General,Collaboration & Partnerships,Which universities collaborate most successfully with industry?,DeepSeek,,,University of Southampton,Collaboration & Partnerships,,OpenRouter,generated,uos_prompt_library,uos_prompt_library_v1
UOS-0256,China,Research Professional,General,Collaboration & Partnerships,Which universities are best at building long-term international research partnerships?,DeepSeek,,,University of Southampton,Collaboration & Partnerships,,OpenRouter,generated,uos_prompt_library,uos_prompt_library_v1
UOS-0257,China,Research Professional,General,Collaboration & Partnerships,Which universities have the strongest knowledge exchange activities?,DeepSeek,,,University of Southampton,Collaboration & Partnerships,,OpenRouter,generated,uos_prompt_library,uos_prompt_library_v1
UOS-0258,China,Research Professional,General,Collaboration & Partnerships,Which universities are most open to international research collaboration?,DeepSeek,,,University of Southampton,Collaboration & Partnerships,,OpenRouter,generated,uos_prompt_library,uos_prompt_library_v1
UOS-0259,China,Research Professional,General,Collaboration & Partnerships,Which universities have the strongest partnerships with Chinese institutions?,DeepSeek,,,University of Southampton,Collaboration & Partnerships,,OpenRouter,generated,uos_prompt_library,uos_prompt_library_v1
UOS-0260,China,Research Professional,General,Funding & Innovation,Which universities secure the highest levels of research funding?,DeepSeek,,,University of Southampton,Funding & Innovation,,OpenRouter,generated,uos_prompt_library,uos_prompt_library_v1
UOS-0261,China,Research Professional,General,Funding & Innovation,Which universities have the strongest success in Horizon Europe and UKRI funding?,DeepSeek,,,University of Southampton,Funding & Innovation,,OpenRouter,generated,uos_prompt_library,uos_prompt_library_v1
UOS-0262,China,Research Professional,General,Funding & Innovation,Which universities attract the most industrial research investment?,DeepSeek,,,University of Southampton,Funding & Innovation,,OpenRouter,generated,uos_prompt_library,uos_prompt_library_v1
UOS-0263,China,Research Professional,General,Funding & Innovation,Which universities are best at commercialising research?,DeepSeek,,,University of Southampton,Funding & Innovation,,OpenRouter,generated,uos_prompt_library,uos_prompt_library_v1
UOS-0264,China,Research Professional,General,Funding & Innovation,Which universities produce the most research-driven innovation?,DeepSeek,,,University of Southampton,Funding & Innovation,,OpenRouter,generated,uos_prompt_library,uos_prompt_library_v1
UOS-0265,China,Research Professional,General,Research Impact,Which universities produce research with the greatest societal impact?,DeepSeek,,,University of Southampton,Research Impact,,OpenRouter,generated,uos_prompt_library,uos_prompt_library_v1
UOS-0266,China,Research Professional,General,Research Impact,Which universities have the strongest record of technology transfer?,DeepSeek,,,University of Southampton,Research Impact,,OpenRouter,generated,uos_prompt_library,uos_prompt_library_v1
UOS-0267,China,Research Professional,General,Research Impact,Which universities have the highest research citation impact?,DeepSeek,,,University of Southampton,Research Impact,,OpenRouter,generated,uos_prompt_library,uos_prompt_library_v1
UOS-0268,China,Research Professional,General,Research Impact,Which universities produce research that influences international policy?,DeepSeek,,,University of Southampton,Research Impact,,OpenRouter,generated,uos_prompt_library,uos_prompt_library_v1
UOS-0269,China,Research Professional,General,Research Impact,Which universities have the strongest record of research commercialisation?,DeepSeek,,,University of Southampton,Research Impact,,OpenRouter,generated,uos_prompt_library,uos_prompt_library_v1
UOS-0270,China,Research Professional,General,Academic Experience,Which universities attract the world's leading researchers?,DeepSeek,,,University of Southampton,Academic Experience,,OpenRouter,generated,uos_prompt_library,uos_prompt_library_v1
UOS-0271,China,Research Professional,General,Academic Experience,Which universities have the strongest concentration of internationally recognised academics?,DeepSeek,,,University of Southampton,Academic Experience,,OpenRouter,generated,uos_prompt_library,uos_prompt_library_v1
UOS-0272,China,Research Professional,General,Academic Experience,Which universities are best for recruiting talented doctoral researchers?,DeepSeek,,,University of Southampton,Academic Experience,,OpenRouter,generated,uos_prompt_library,uos_prompt_library_v1
UOS-0273,China,Research Professional,General,Academic Experience,Which universities have the strongest interdisciplinary research teams?,DeepSeek,,,University of Southampton,Academic Experience,,OpenRouter,generated,uos_prompt_library,uos_prompt_library_v1
UOS-0274,China,Research Professional,General,Academic Experience,Which universities provide the best opportunities to collaborate with leading experts?,DeepSeek,,,University of Southampton,Academic Experience,,OpenRouter,generated,uos_prompt_library,uos_prompt_library_v1
UOS-0275,China,Research Professional,General,Reputation,Which universities have the strongest global research rankings?,DeepSeek,,,University of Southampton,Reputation,,OpenRouter,generated,uos_prompt_library,uos_prompt_library_v1
UOS-0276,China,Research Professional,General,Reputation,Which universities have the most influential international research networks?,DeepSeek,,,University of Southampton,Reputation,,OpenRouter,generated,uos_prompt_library,uos_prompt_library_v1
UOS-0277,China,Research Professional,General,Reputation,Which universities are most recognised by research organisations in China?,DeepSeek,,,University of Southampton,Reputation,,OpenRouter,generated,uos_prompt_library,uos_prompt_library_v1
UOS-0278,China,Research Professional,General,Reputation,Which universities have the strongest global academic partnerships?,DeepSeek,,,University of Southampton,Reputation,,OpenRouter,generated,uos_prompt_library,uos_prompt_library_v1
UOS-0279,China,Research Professional,General,Reputation,Which universities have the greatest international research visibility?,DeepSeek,,,University of Southampton,Reputation,,OpenRouter,generated,uos_prompt_library,uos_prompt_library_v1
UOS-0280,China,Research Professional,General,Research & Innovation,Which UK universities would make the strongest strategic research partner?,DeepSeek,,,University of Southampton,Research & Innovation,,OpenRouter,generated,uos_prompt_library,uos_prompt_library_v1
UOS-0281,China,Research Professional,General,Collaboration & Partnerships,Which universities combine research excellence with strong industry engagement?,DeepSeek,,,University of Southampton,Collaboration & Partnerships,,OpenRouter,generated,uos_prompt_library,uos_prompt_library_v1
UOS-0282,China,Research Professional,General,Collaboration & Partnerships,Which universities offer the greatest long-term collaboration opportunities?,DeepSeek,,,University of Southampton,Collaboration & Partnerships,,OpenRouter,generated,uos_prompt_library,uos_prompt_library_v1
UOS-0283,China,Research Professional,General,Research & Innovation,Which universities would best support international joint research programmes?,DeepSeek,,,University of Southampton,Research & Innovation,,OpenRouter,generated,uos_prompt_library,uos_prompt_library_v1
UOS-0284,China,Research Professional,General,Research & Innovation,"If you could recommend five UK universities for a long-term research partnership with a Chinese organisation, which would you choose and why?",DeepSeek,,,University of Southampton,Research & Innovation,,OpenRouter,generated,uos_prompt_library,uos_prompt_library_v1
UOS-0285,India,Prospective Student (Undergraduate),General,Reputation,Which UK universities have the strongest reputation among employers?,OpenAI,Gemini,Perplexity,University of Southampton,Reputation,,OpenRouter,generated,uos_prompt_library,uos_prompt_library_v1
UOS-0286,India,Prospective Student (Undergraduate),General,Reputation,Which UK universities offer the best value for an international undergraduate degree?,OpenAI,Gemini,Perplexity,University of Southampton,Reputation,,OpenRouter,generated,uos_prompt_library,uos_prompt_library_v1
UOS-0287,India,Prospective Student (Undergraduate),General,Reputation,Which UK universities are most popular with students from India?,OpenAI,Gemini,Perplexity,University of Southampton,Reputation,,OpenRouter,generated,uos_prompt_library,uos_prompt_library_v1
UOS-0288,India,Prospective Student (Undergraduate),General,Reputation,Which UK universities have the strongest global reputation?,OpenAI,Gemini,Perplexity,University of Southampton,Reputation,,OpenRouter,generated,uos_prompt_library,uos_prompt_library_v1
UOS-0289,India,Prospective Student (Undergraduate),General,Reputation,Which UK universities are recognised by leading multinational companies?,OpenAI,Gemini,Perplexity,University of Southampton,Reputation,,OpenRouter,generated,uos_prompt_library,uos_prompt_library_v1
UOS-0290,India,Prospective Student (Undergraduate),General,Reputation,Which UK universities provide the best overall undergraduate experience?,OpenAI,Gemini,Perplexity,University of Southampton,Reputation,,OpenRouter,generated,uos_prompt_library,uos_prompt_library_v1
UOS-0291,India,Prospective Student (Undergraduate),General,Reputation,Which UK universities would you recommend for students from India?,OpenAI,Gemini,Perplexity,University of Southampton,Reputation,,OpenRouter,generated,uos_prompt_library,uos_prompt_library_v1
UOS-0292,India,Prospective Student (Undergraduate),General,Reputation,Which UK universities have the strongest alumni networks?,OpenAI,Gemini,Perplexity,University of Southampton,Reputation,,OpenRouter,generated,uos_prompt_library,uos_prompt_library_v1
UOS-0293,India,Prospective Student (Undergraduate),General,Reputation,Which UK universities consistently perform well in global rankings?,OpenAI,Gemini,Perplexity,University of Southampton,Reputation,,OpenRouter,generated,uos_prompt_library,uos_prompt_library_v1
UOS-0294,India,Prospective Student (Undergraduate),General,Reputation,"If you could recommend five UK universities for an Indian undergraduate student, which would you choose?",OpenAI,Gemini,Perplexity,University of Southampton,Reputation,,OpenRouter,generated,uos_prompt_library,uos_prompt_library_v1
UOS-0295,India,Prospective Student (Undergraduate),General,Academic Experience,Which universities are known for outstanding undergraduate teaching?,OpenAI,Gemini,Perplexity,University of Southampton,Academic Experience,,OpenRouter,generated,uos_prompt_library,uos_prompt_library_v1
UOS-0296,India,Prospective Student (Undergraduate),General,Academic Experience,Which universities provide the strongest academic support for international students?,OpenAI,Gemini,Perplexity,University of Southampton,Academic Experience,,OpenRouter,generated,uos_prompt_library,uos_prompt_library_v1
UOS-0297,India,Prospective Student (Undergraduate),General,Academic Experience,Which universities offer the best opportunities for practical learning?,OpenAI,Gemini,Perplexity,University of Southampton,Academic Experience,,OpenRouter,generated,uos_prompt_library,uos_prompt_library_v1
UOS-0298,India,Prospective Student (Undergraduate),General,Academic Experience,Which universities help students develop industry-ready skills?,OpenAI,Gemini,Perplexity,University of Southampton,Academic Experience,,OpenRouter,generated,uos_prompt_library,uos_prompt_library_v1
UOS-0299,India,Prospective Student (Undergraduate),General,Academic Experience,Which universities provide the best opportunities to gain international experience?,OpenAI,Gemini,Perplexity,University of Southampton,Academic Experience,,OpenRouter,generated,uos_prompt_library,uos_prompt_library_v1
UOS-0300,India,Prospective Student (Undergraduate),General,Academic Experience,Which universities offer the strongest learning environment?,OpenAI,Gemini,Perplexity,University of Southampton,Academic Experience,,OpenRouter,generated,uos_prompt_library,uos_prompt_library_v1
UOS-0301,India,Prospective Student (Undergraduate),General,Careers & Employability,Which universities have the highest graduate employment rates?,OpenAI,Gemini,Perplexity,University of Southampton,Careers & Employability,,OpenRouter,generated,uos_prompt_library,uos_prompt_library_v1
UOS-0302,India,Prospective Student (Undergraduate),General,Careers & Employability,Which universities produce graduates with the highest starting salaries?,OpenAI,Gemini,Perplexity,University of Southampton,Careers & Employability,,OpenRouter,generated,uos_prompt_library,uos_prompt_library_v1
UOS-0303,India,Prospective Student (Undergraduate),General,Careers & Employability,Which universities have the strongest employer connections?,OpenAI,Gemini,Perplexity,University of Southampton,Careers & Employability,,OpenRouter,generated,uos_prompt_library,uos_prompt_library_v1
UOS-0304,India,Prospective Student (Undergraduate),General,Careers & Employability,Which universities offer the best internship and placement opportunities?,OpenAI,Gemini,Perplexity,University of Southampton,Careers & Employability,,OpenRouter,generated,uos_prompt_library,uos_prompt_library_v1
UOS-0305,India,Prospective Student (Undergraduate),General,Careers & Employability,Which universities provide the best careers support?,OpenAI,Gemini,Perplexity,University of Southampton,Careers & Employability,,OpenRouter,generated,uos_prompt_library,uos_prompt_library_v1
UOS-0306,India,Prospective Student (Undergraduate),General,Careers & Employability,Which universities offer the best opportunities to stay and work in the UK after graduation?,OpenAI,Gemini,Perplexity,University of Southampton,Careers & Employability,,OpenRouter,generated,uos_prompt_library,uos_prompt_library_v1
UOS-0307,India,Prospective Student (Undergraduate),General,Student Experience,Which universities have the largest Indian student communities?,OpenAI,Gemini,Perplexity,University of Southampton,Student Experience,,OpenRouter,generated,uos_prompt_library,uos_prompt_library_v1
UOS-0308,India,Prospective Student (Undergraduate),General,Student Experience,Which universities provide the best support for students from India?,OpenAI,Gemini,Perplexity,University of Southampton,Student Experience,,OpenRouter,generated,uos_prompt_library,uos_prompt_library_v1
UOS-0309,India,Prospective Student (Undergraduate),General,Student Experience,Which universities have the strongest international student communities?,OpenAI,Gemini,Perplexity,University of Southampton,Student Experience,,OpenRouter,generated,uos_prompt_library,uos_prompt_library_v1
UOS-0310,India,Prospective Student (Undergraduate),General,Student Experience,Which universities are considered the safest for international students?,OpenAI,Gemini,Perplexity,University of Southampton,Student Experience,,OpenRouter,generated,uos_prompt_library,uos_prompt_library_v1
UOS-0311,India,Prospective Student (Undergraduate),General,Student Experience,Which universities provide the best campus experience?,OpenAI,Gemini,Perplexity,University of Southampton,Student Experience,,OpenRouter,generated,uos_prompt_library,uos_prompt_library_v1
UOS-0312,India,Prospective Student (Undergraduate),General,Student Experience,Which universities offer the best student facilities?,OpenAI,Gemini,Perplexity,University of Southampton,Student Experience,,OpenRouter,generated,uos_prompt_library,uos_prompt_library_v1
UOS-0313,India,Prospective Student (Undergraduate),General,Location,Which UK university cities are best for Indian students?,OpenAI,Gemini,Perplexity,University of Southampton,Location,,OpenRouter,generated,uos_prompt_library,uos_prompt_library_v1
UOS-0314,India,Prospective Student (Undergraduate),General,Location,Which university cities have the best employment opportunities?,OpenAI,Gemini,Perplexity,University of Southampton,Location,,OpenRouter,generated,uos_prompt_library,uos_prompt_library_v1
UOS-0315,India,Prospective Student (Undergraduate),General,Location,Which university cities have the lowest cost of living?,OpenAI,Gemini,Perplexity,University of Southampton,Location,,OpenRouter,generated,uos_prompt_library,uos_prompt_library_v1
UOS-0316,India,Prospective Student (Undergraduate),General,Location,Which university cities offer the best quality of life?,OpenAI,Gemini,Perplexity,University of Southampton,Location,,OpenRouter,generated,uos_prompt_library,uos_prompt_library_v1
UOS-0317,India,Prospective Student (Undergraduate),General,Location,Which universities are located in cities with excellent transport connections?,OpenAI,Gemini,Perplexity,University of Southampton,Location,,OpenRouter,generated,uos_prompt_library,uos_prompt_library_v1
UOS-0318,India,Prospective Student (Undergraduate),General,Location,Which universities are easiest to travel to from India?,OpenAI,Gemini,Perplexity,University of Southampton,Location,,OpenRouter,generated,uos_prompt_library,uos_prompt_library_v1
UOS-0319,India,Prospective Student (Undergraduate),General,Cost & Value,Which universities provide the best return on investment?,OpenAI,Gemini,Perplexity,University of Southampton,Cost & Value,,OpenRouter,generated,uos_prompt_library,uos_prompt_library_v1
UOS-0320,India,Prospective Student (Undergraduate),General,Cost & Value,Which universities offer the most scholarships for Indian students?,OpenAI,Gemini,Perplexity,University of Southampton,Cost & Value,,OpenRouter,generated,uos_prompt_library,uos_prompt_library_v1
UOS-0321,India,Prospective Student (Undergraduate),General,Cost & Value,Which universities provide the best financial support for international students?,OpenAI,Gemini,Perplexity,University of Southampton,Cost & Value,,OpenRouter,generated,uos_prompt_library,uos_prompt_library_v1
UOS-0322,India,Prospective Student (Undergraduate),General,Cost & Value,Which universities have the lowest overall living costs?,OpenAI,Gemini,Perplexity,University of Southampton,Cost & Value,,OpenRouter,generated,uos_prompt_library,uos_prompt_library_v1
UOS-0323,India,Prospective Student (Undergraduate),General,Cost & Value,Which universities provide the best value for tuition fees?,OpenAI,Gemini,Perplexity,University of Southampton,Cost & Value,,OpenRouter,generated,uos_prompt_library,uos_prompt_library_v1
UOS-0324,India,Prospective Student (Undergraduate),General,Careers & Employability,Which universities have graduates working at leading global companies?,OpenAI,Gemini,Perplexity,University of Southampton,Careers & Employability,,OpenRouter,generated,uos_prompt_library,uos_prompt_library_v1
UOS-0325,India,Prospective Student (Undergraduate),General,Collaboration & Partnerships,Which universities provide the best opportunities to build an international network?,OpenAI,Gemini,Perplexity,University of Southampton,Collaboration & Partnerships,,OpenRouter,generated,uos_prompt_library,uos_prompt_library_v1
UOS-0326,India,Prospective Student (Undergraduate),General,Careers & Employability,Which universities offer the strongest opportunities for global careers?,OpenAI,Gemini,Perplexity,University of Southampton,Careers & Employability,,OpenRouter,generated,uos_prompt_library,uos_prompt_library_v1
UOS-0327,India,Prospective Student (Undergraduate),General,Careers & Employability,Which universities are most recognised by employers in India?,OpenAI,Gemini,Perplexity,University of Southampton,Careers & Employability,,OpenRouter,generated,uos_prompt_library,uos_prompt_library_v1
UOS-0328,India,Prospective Student (Undergraduate),General,University Overview,Which UK universities would best prepare me for an international career?,OpenAI,Gemini,Perplexity,University of Southampton,University Overview,,OpenRouter,generated,uos_prompt_library,uos_prompt_library_v1
UOS-0329,India,Prospective Student (Undergraduate),General,University Overview,"Which universities provide the best balance between reputation, affordability and employability?",OpenAI,Gemini,Perplexity,University of Southampton,University Overview,,OpenRouter,generated,uos_prompt_library,uos_prompt_library_v1
UOS-0330,India,Prospective Student (Undergraduate),General,University Overview,Which universities offer the best overall experience for Indian undergraduate students?,OpenAI,Gemini,Perplexity,University of Southampton,University Overview,,OpenRouter,generated,uos_prompt_library,uos_prompt_library_v1
UOS-0331,India,Prospective Student (Undergraduate),General,University Overview,Which universities are most recommended by Indian alumni?,OpenAI,Gemini,Perplexity,University of Southampton,University Overview,,OpenRouter,generated,uos_prompt_library,uos_prompt_library_v1
UOS-0332,India,Prospective Student (Undergraduate),General,University Overview,"If I want to maximise my long-term career opportunities, which UK universities should I consider?",OpenAI,Gemini,Perplexity,University of Southampton,University Overview,,OpenRouter,generated,uos_prompt_library,uos_prompt_library_v1
