
persona_id,persona_name,country,persona_type,motivations,concerns,search_behaviour,prompt_id,prompt_category,prompt_type,subject,southampton_mentioned,competitor_university,prompt_text,geo_objective,expected_analysis_dimension,view
PER004,Researcher - UK - General,United Kingdom,Academic Researcher,Research excellence; Funding opportunities; Collaboration potential,Research infrastructure; Grant success; Institutional reputation,Uses AI to identify research leaders; Evaluates research impact; Reviews publications,PER004-P012,Discovery,Discovery,Medicine,No,,Where should I look for strong UK research groups and potential collaborators in Medicine?,Discoverability; Visibility; Recommendation Rate,Mention rate; Recommendation rate,Discovery
PER004,Researcher - UK - General,United Kingdom,Academic Researcher,Research excellence; Funding opportunities; Collaboration potential,Research infrastructure; Grant success; Institutional reputation,Uses AI to identify research leaders; Evaluates research impact; Reviews publications,PER004-P013,Discovery,Discovery,Computer Science,No,,Which universities are likely to be recommended for internationally recognised research in Computer Science?,Discoverability; Visibility; Recommendation Rate,Mention rate; Recommendation rate,Discovery
PER004,Researcher - UK - General,United Kingdom,Academic Researcher,Research excellence; Funding opportunities; Collaboration potential,Research infrastructure; Grant success; Institutional reputation,Uses AI to identify research leaders; Evaluates research impact; Reviews publications,PER004-P014,Discovery,Discovery,Psychology,No,,What UK institutions are known for strong research output and collaboration opportunities in Psychology?,Discoverability; Visibility; Recommendation Rate,Mention rate; Recommendation rate,Discovery
PER004,Researcher - UK - General,United Kingdom,Academic Researcher,Research excellence; Funding opportunities; Collaboration potential,Research infrastructure; Grant success; Institutional reputation,Uses AI to identify research leaders; Evaluates research impact; Reviews publications,PER004-P015,Discovery,Discovery,Mathematics,No,,Can you suggest UK universities with strong academic networks and facilities for Mathematics?,Discoverability; Visibility; Recommendation Rate,Mention rate; Recommendation rate,Discovery
PER004,Researcher - UK - General,United Kingdom,Academic Researcher,Research excellence; Funding opportunities; Collaboration potential,Research infrastructure; Grant success; Institutional reputation,Uses AI to identify research leaders; Evaluates research impact; Reviews publications,PER004-P016,Persona-Led,Persona,Economics,No,,I am a United Kingdom-based researcher looking for UK partners with strong Economics expertise and international collaboration potential. Which universities should I explore?,Real-world recommendation behaviour,Persona fit; Need alignment,Persona-Led
PER004,Researcher - UK - General,United Kingdom,Academic Researcher,Research excellence; Funding opportunities; Collaboration potential,Research infrastructure; Grant success; Institutional reputation,Uses AI to identify research leaders; Evaluates research impact; Reviews publications,PER004-P017,Persona-Led,Persona,General University Questions,No,,"I want to identify UK universities with strong research reputation, facilities and partnership opportunities. Where should I start?",Real-world recommendation behaviour,Persona fit; Need alignment,Persona-Led
PER004,Researcher - UK - General,United Kingdom,Academic Researcher,Research excellence; Funding opportunities; Collaboration potential,Research infrastructure; Grant success; Institutional reputation,Uses AI to identify research leaders; Evaluates research impact; Reviews publications,PER004-P018,Persona-Led,Persona,AI,No,,"As an academic researcher from United Kingdom, which UK institutions are likely to be credible collaborators in AI?",Real-world recommendation behaviour,Persona fit; Need alignment,Persona-Led
PER004,Researcher - UK - General,United Kingdom,Academic Researcher,Research excellence; Funding opportunities; Collaboration potential,Research infrastructure; Grant success; Institutional reputation,Uses AI to identify research leaders; Evaluates research impact; Reviews publications,PER004-P019,Persona-Led,Persona,Data Science,No,,"I am interested in joint publications, grant opportunities and research visibility in Data Science. Which UK universities should I consider?",Real-world recommendation behaviour,Persona fit; Need alignment,Persona-Led
PER004,Researcher - UK - General,United Kingdom,Academic Researcher,Research excellence; Funding opportunities; Collaboration potential,Research infrastructure; Grant success; Institutional reputation,Uses AI to identify research leaders; Evaluates research impact; Reviews publications,PER004-P020,Persona-Led,Persona,Physics,No,,"Which UK universities would be a good fit for a researcher from United Kingdom seeking collaboration, infrastructure and international impact?",Real-world recommendation behaviour,Persona fit; Need alignment,Persona-Led
PER005,Researcher - China - General,China,Academic Researcher,International partnerships; Research reputation; Joint publications,Collaboration accessibility; Funding opportunities; Research visibility,Uses AI assistants; Examines global rankings; Researches collaboration opportunities,PER005-P001,Direct Southampton,Evaluation,Engineering,Yes,,How visible is the University of Southampton for research in Engineering when AI tools discuss UK research strengths?,Representation; Sentiment; Perception,Brand perception; Course/research reputation,Direct Southampton
PER005,Researcher - China - General,China,Academic Researcher,International partnerships; Research reputation; Joint publications,Collaboration accessibility; Funding opportunities; Research visibility,Uses AI assistants; Examines global rankings; Researches collaboration opportunities,PER005-P002,Direct Southampton,Evaluation,Medicine,Yes,,What would make Southampton a credible research partner in Medicine?,Representation; Sentiment; Perception,Brand perception; Course/research reputation,Direct Southampton
PER005,Researcher - China - General,China,Academic Researcher,International partnerships; Research reputation; Joint publications,Collaboration accessibility; Funding opportunities; Research visibility,Uses AI assistants; Examines global rankings; Researches collaboration opportunities,PER005-P003,Direct Southampton,Evaluation,Computer Science,Yes,,"How strong is Southampton for Computer Science research, including facilities, outputs and collaboration potential?",Representation; Sentiment; Perception,Brand perception; Course/research reputation,Direct Southampton
PER005,Researcher - China - General,China,Academic Researcher,International partnerships; Research reputation; Joint publications,Collaboration accessibility; Funding opportunities; Research visibility,Uses AI assistants; Examines global rankings; Researches collaboration opportunities,PER005-P004,Direct Southampton,Evaluation,Psychology,Yes,,"If I am exploring UK research groups in Psychology, how likely is Southampton to be recommended?",Representation; Sentiment; Perception,Brand perception; Course/research reputation,Direct Southampton
PER005,Researcher - China - General,China,Academic Researcher,International partnerships; Research reputation; Joint publications,Collaboration accessibility; Funding opportunities; Research visibility,Uses AI assistants; Examines global rankings; Researches collaboration opportunities,PER005-P005,Direct Southampton,Evaluation,Mathematics,Yes,,What are the perceived strengths of Southampton as a research institution for Mathematics?,Representation; Sentiment; Perception,Brand perception; Course/research reputation,Direct Southampton
PER005,Researcher - China - General,China,Academic Researcher,International partnerships; Research reputation; Joint publications,Collaboration accessibility; Funding opportunities; Research visibility,Uses AI assistants; Examines global rankings; Researches collaboration opportunities,PER005-P006,Southampton Comparison,Comparison,Economics,Yes,Leeds,"For research in Economics, how does Southampton compare with Leeds on collaboration potential and reputation?",Competitive Positioning; Recommendation Preference,Competitor preference; Relative sentiment,Southampton Comparison
PER005,Researcher - China - General,China,Academic Researcher,International partnerships; Research reputation; Joint publications,Collaboration accessibility; Funding opportunities; Research visibility,Uses AI assistants; Examines global rankings; Researches collaboration opportunities,PER005-P007,Southampton Comparison,Comparison,General University Questions,Yes,Nottingham,Would Southampton or Nottingham appear stronger for General University Questions research in AI-generated recommendations?,Competitive Positioning; Recommendation Preference,Competitor preference; Relative sentiment,Southampton Comparison
PER005,Researcher - China - General,China,Academic Researcher,International partnerships; Research reputation; Joint publications,Collaboration accessibility; Funding opportunities; Research visibility,Uses AI assistants; Examines global rankings; Researches collaboration opportunities,PER005-P008,Southampton Comparison,Comparison,AI,Yes,Birmingham,Which institution seems better positioned for a AI research partnership: Southampton or Birmingham?,Competitive Positioning; Recommendation Preference,Competitor preference; Relative sentiment,Southampton Comparison
PER005,Researcher - China - General,China,Academic Researcher,International partnerships; Research reputation; Joint publications,Collaboration accessibility; Funding opportunities; Research visibility,Uses AI assistants; Examines global rankings; Researches collaboration opportunities,PER005-P009,Southampton Comparison,Comparison,Data Science,Yes,UCL,How do Southampton and UCL compare for research infrastructure and academic visibility in Data Science?,Competitive Positioning; Recommendation Preference,Competitor preference; Relative sentiment,Southampton Comparison
PER005,Researcher - China - General,China,Academic Researcher,International partnerships; Research reputation; Joint publications,Collaboration accessibility; Funding opportunities; Research visibility,Uses AI assistants; Examines global rankings; Researches collaboration opportunities,PER005-P010,Southampton Comparison,Comparison,Physics,Yes,Imperial,"If I were seeking a UK collaborator in Physics, should I explore Southampton or Imperial first?",Competitive Positioning; Recommendation Preference,Competitor preference; Relative sentiment,Southampton Comparison
PER005,Researcher - China - General,China,Academic Researcher,International partnerships; Research reputation; Joint publications,Collaboration accessibility; Funding opportunities; Research visibility,Uses AI assistants; Examines global rankings; Researches collaboration opportunities,PER005-P011,Discovery,Discovery,Engineering,No,,Which UK universities are most visible for research excellence in Engineering?,Discoverability; Visibility; Recommendation Rate,Mention rate; Recommendation rate,Discovery
PER005,Researcher - China - General,China,Academic Researcher,International partnerships; Research reputation; Joint publications,Collaboration accessibility; Funding opportunities; Research visibility,Uses AI assistants; Examines global rankings; Researches collaboration opportunities,PER005-P012,Discovery,Discovery,Medicine,No,,Where should I look for strong UK research groups and potential collaborators in Medicine?,Discoverability; Visibility; Recommendation Rate,Mention rate; Recommendation rate,Discovery
PER005,Researcher - China - General,China,Academic Researcher,International partnerships; Research reputation; Joint publications,Collaboration accessibility; Funding opportunities; Research visibility,Uses AI assistants; Examines global rankings; Researches collaboration opportunities,PER005-P013,Discovery,Discovery,Computer Science,No,,Which universities are likely to be recommended for internationally recognised research in Computer Science?,Discoverability; Visibility; Recommendation Rate,Mention rate; Recommendation rate,Discovery
PER005,Researcher - China - General,China,Academic Researcher,International partnerships; Research reputation; Joint publications,Collaboration accessibility; Funding opportunities; Research visibility,Uses AI assistants; Examines global rankings; Researches collaboration opportunities,PER005-P014,Discovery,Discovery,Psychology,No,,What UK institutions are known for strong research output and collaboration opportunities in Psychology?,Discoverability; Visibility; Recommendation Rate,Mention rate; Recommendation rate,Discovery
PER005,Researcher - China - General,China,Academic Researcher,International partnerships; Research reputation; Joint publications,Collaboration accessibility; Funding opportunities; Research visibility,Uses AI assistants; Examines global rankings; Researches collaboration opportunities,PER005-P015,Discovery,Discovery,Mathematics,No,,Can you suggest UK universities with strong academic networks and facilities for Mathematics?,Discoverability; Visibility; Recommendation Rate,Mention rate; Recommendation rate,Discovery
PER005,Researcher - China - General,China,Academic Researcher,International partnerships; Research reputation; Joint publications,Collaboration accessibility; Funding opportunities; Research visibility,Uses AI assistants; Examines global rankings; Researches collaboration opportunities,PER005-P016,Persona-Led,Persona,Economics,No,,I am a China-based researcher looking for UK partners with strong Economics expertise and international collaboration potential. Which universities should I explore?,Real-world recommendation behaviour,Persona fit; Need alignment,Persona-Led
PER005,Researcher - China - General,China,Academic Researcher,International partnerships; Research reputation; Joint publications,Collaboration accessibility; Funding opportunities; Research visibility,Uses AI assistants; Examines global rankings; Researches collaboration opportunities,PER005-P017,Persona-Led,Persona,General University Questions,No,,"I want to identify UK universities with strong research reputation, facilities and partnership opportunities. Where should I start?",Real-world recommendation behaviour,Persona fit; Need alignment,Persona-Led
PER005,Researcher - China - General,China,Academic Researcher,International partnerships; Research reputation; Joint publications,Collaboration accessibility; Funding opportunities; Research visibility,Uses AI assistants; Examines global rankings; Researches collaboration opportunities,PER005-P018,Persona-Led,Persona,AI,No,,"As an academic researcher from China, which UK institutions are likely to be credible collaborators in AI?",Real-world recommendation behaviour,Persona fit; Need alignment,Persona-Led
PER005,Researcher - China - General,China,Academic Researcher,International partnerships; Research reputation; Joint publications,Collaboration accessibility; Funding opportunities; Research visibility,Uses AI assistants; Examines global rankings; Researches collaboration opportunities,PER005-P019,Persona-Led,Persona,Data Science,No,,"I am interested in joint publications, grant opportunities and research visibility in Data Science. Which UK universities should I consider?",Real-world recommendation behaviour,Persona fit; Need alignment,Persona-Led
PER005,Researcher - China - General,China,Academic Researcher,International partnerships; Research reputation; Joint publications,Collaboration accessibility; Funding opportunities; Research visibility,Uses AI assistants; Examines global rankings; Researches collaboration opportunities,PER005-P020,Persona-Led,Persona,Physics,No,,"Which UK universities would be a good fit for a researcher from China seeking collaboration, infrastructure and international impact?",Real-world recommendation behaviour,Persona fit; Need alignment,Persona-Led
PER006,Researcher - India - General,India,Academic Researcher,Research partnerships; Access to facilities; International impact,Funding support; Collaboration opportunities; Research outputs,Uses AI research discovery tools; Compares institutions; Reviews citations and impact,PER006-P001,Direct Southampton,Evaluation,Engineering,Yes,,How visible is the University of Southampton for research in Engineering when AI tools discuss UK research strengths?,Representation; Sentiment; Perception,Brand perception; Course/research reputation,Direct Southampton
PER006,Researcher - India - General,India,Academic Researcher,Research partnerships; Access to facilities; International impact,Funding support; Collaboration opportunities; Research outputs,Uses AI research discovery tools; Compares institutions; Reviews citations and impact,PER006-P002,Direct Southampton,Evaluation,Medicine,Yes,,What would make Southampton a credible research partner in Medicine?,Representation; Sentiment; Perception,Brand perception; Course/research reputation,Direct Southampton
PER006,Researcher - India - General,India,Academic Researcher,Research partnerships; Access to facilities; International impact,Funding support; Collaboration opportunities; Research outputs,Uses AI research discovery tools; Compares institutions; Reviews citations and impact,PER006-P003,Direct Southampton,Evaluation,Computer Science,Yes,,"How strong is Southampton for Computer Science research, including facilities, outputs and collaboration potential?",Representation; Sentiment; Perception,Brand perception; Course/research reputation,Direct Southampton
PER006,Researcher - India - General,India,Academic Researcher,Research partnerships; Access to facilities; International impact,Funding support; Collaboration opportunities; Research outputs,Uses AI research discovery tools; Compares institutions; Reviews citations and impact,PER006-P004,Direct Southampton,Evaluation,Psychology,Yes,,"If I am exploring UK research groups in Psychology, how likely is Southampton to be recommended?",Representation; Sentiment; Perception,Brand perception; Course/research reputation,Direct Southampton
PER006,Researcher - India - General,India,Academic Researcher,Research partnerships; Access to facilities; International impact,Funding support; Collaboration opportunities; Research outputs,Uses AI research discovery tools; Compares institutions; Reviews citations and impact,PER006-P005,Direct Southampton,Evaluation,Mathematics,Yes,,What are the perceived strengths of Southampton as a research institution for Mathematics?,Representation; Sentiment; Perception,Brand perception; Course/research reputation,Direct Southampton
PER006,Researcher - India - General,India,Academic Researcher,Research partnerships; Access to facilities; International impact,Funding support; Collaboration opportunities; Research outputs,Uses AI research discovery tools; Compares institutions; Reviews citations and impact,PER006-P006,Southampton Comparison,Comparison,Economics,Yes,Nottingham,"For research in Economics, how does Southampton compare with Nottingham on collaboration potential and reputation?",Competitive Positioning; Recommendation Preference,Competitor preference; Relative sentiment,Southampton Comparison
PER006,Researcher - India - General,India,Academic Researcher,Research partnerships; Access to facilities; International impact,Funding support; Collaboration opportunities; Research outputs,Uses AI research discovery tools; Compares institutions; Reviews citations and impact,PER006-P007,Southampton Comparison,Comparison,General University Questions,Yes,Birmingham,Would Southampton or Birmingham appear stronger for General University Questions research in AI-generated recommendations?,Competitive Positioning; Recommendation Preference,Competitor preference; Relative sentiment,Southampton Comparison
PER006,Researcher - India - General,India,Academic Researcher,Research partnerships; Access to facilities; International impact,Funding support; Collaboration opportunities; Research outputs,Uses AI research discovery tools; Compares institutions; Reviews citations and impact,PER006-P008,Southampton Comparison,Comparison,AI,Yes,UCL,Which institution seems better positioned for a AI research partnership: Southampton or UCL?,Competitive Positioning; Recommendation Preference,Competitor preference; Relative sentiment,Southampton Comparison
PER006,Researcher - India - General,India,Academic Researcher,Research partnerships; Access to facilities; International impact,Funding support; Collaboration opportunities; Research outputs,Uses AI research discovery tools; Compares institutions; Reviews citations and impact,PER006-P009,Southampton Comparison,Comparison,Data Science,Yes,Imperial,How do Southampton and Imperial compare for research infrastructure and academic visibility in Data Science?,Competitive Positioning; Recommendation Preference,Competitor preference; Relative sentiment,Southampton Comparison
PER006,Researcher - India - General,India,Academic Researcher,Research partnerships; Access to facilities; International impact,Funding support; Collaboration opportunities; Research outputs,Uses AI research discovery tools; Compares institutions; Reviews citations and impact,PER006-P010,Southampton Comparison,Comparison,Physics,Yes,Warwick,"If I were seeking a UK collaborator in Physics, should I explore Southampton or Warwick first?",Competitive Positioning; Recommendation Preference,Competitor preference; Relative sentiment,Southampton Comparison
PER006,Researcher - India - General,India,Academic Researcher,Research partnerships; Access to facilities; International impact,Funding support; Collaboration opportunities; Research outputs,Uses AI research discovery tools; Compares institutions; Reviews citations and impact,PER006-P011,Discovery,Discovery,Engineering,No,,Which UK universities are most visible for research excellence in Engineering?,Discoverability; Visibility; Recommendation Rate,Mention rate; Recommendation rate,Discovery
PER006,Researcher - India - General,India,Academic Researcher,Research partnerships; Access to facilities; International impact,Funding support; Collaboration opportunities; Research outputs,Uses AI research discovery tools; Compares institutions; Reviews citations and impact,PER006-P012,Discovery,Discovery,Medicine,No,,Where should I look for strong UK research groups and potential collaborators in Medicine?,Discoverability; Visibility; Recommendation Rate,Mention rate; Recommendation rate,Discovery
PER006,Researcher - India - General,India,Academic Researcher,Research partnerships; Access to facilities; International impact,Funding support; Collaboration opportunities; Research outputs,Uses AI research discovery tools; Compares institutions; Reviews citations and impact,PER006-P013,Discovery,Discovery,Computer Science,No,,Which universities are likely to be recommended for internationally recognised research in Computer Science?,Discoverability; Visibility; Recommendation Rate,Mention rate; Recommendation rate,Discovery
PER006,Researcher - India - General,India,Academic Researcher,Research partnerships; Access to facilities; International impact,Funding support; Collaboration opportunities; Research outputs,Uses AI research discovery tools; Compares institutions; Reviews citations and impact,PER006-P014,Discovery,Discovery,Psychology,No,,What UK institutions are known for strong research output and collaboration opportunities in Psychology?,Discoverability; Visibility; Recommendation Rate,Mention rate; Recommendation rate,Discovery
PER006,Researcher - India - General,India,Academic Researcher,Research partnerships; Access to facilities; International impact,Funding support; Collaboration opportunities; Research outputs,Uses AI research discovery tools; Compares institutions; Reviews citations and impact,PER006-P015,Discovery,Discovery,Mathematics,No,,Can you suggest UK universities with strong academic networks and facilities for Mathematics?,Discoverability; Visibility; Recommendation Rate,Mention rate; Recommendation rate,Discovery
PER006,Researcher - India - General,India,Academic Researcher,Research partnerships; Access to facilities; International impact,Funding support; Collaboration opportunities; Research outputs,Uses AI research discovery tools; Compares institutions; Reviews citations and impact,PER006-P016,Persona-Led,Persona,Economics,No,,I am a India-based researcher looking for UK partners with strong Economics expertise and international collaboration potential. Which universities should I explore?,Real-world recommendation behaviour,Persona fit; Need alignment,Persona-Led
PER006,Researcher - India - General,India,Academic Researcher,Research partnerships; Access to facilities; International impact,Funding support; Collaboration opportunities; Research outputs,Uses AI research discovery tools; Compares institutions; Reviews citations and impact,PER006-P017,Persona-Led,Persona,General University Questions,No,,"I want to identify UK universities with strong research reputation, facilities and partnership opportunities. Where should I start?",Real-world recommendation behaviour,Persona fit; Need alignment,Persona-Led
PER006,Researcher - India - General,India,Academic Researcher,Research partnerships; Access to facilities; International impact,Funding support; Collaboration opportunities; Research outputs,Uses AI research discovery tools; Compares institutions; Reviews citations and impact,PER006-P018,Persona-Led,Persona,AI,No,,"As an academic researcher from India, which UK institutions are likely to be credible collaborators in AI?",Real-world recommendation behaviour,Persona fit; Need alignment,Persona-Led
PER006,Researcher - India - General,India,Academic Researcher,Research partnerships; Access to facilities; International impact,Funding support; Collaboration opportunities; Research outputs,Uses AI research discovery tools; Compares institutions; Reviews citations and impact,PER006-P019,Persona-Led,Persona,Data Science,No,,"I am interested in joint publications, grant opportunities and research visibility in Data Science. Which UK universities should I consider?",Real-world recommendation behaviour,Persona fit; Need alignment,Persona-Led
PER006,Researcher - India - General,India,Academic Researcher,Research partnerships; Access to facilities; International impact,Funding support; Collaboration opportunities; Research outputs,Uses AI research discovery tools; Compares institutions; Reviews citations and impact,PER006-P020,Persona-Led,Persona,Physics,No,,"Which UK universities would be a good fit for a researcher from India seeking collaboration, infrastructure and international impact?",Real-world recommendation behaviour,Persona fit; Need alignment,Persona-Led
